Geneid         	YRIERR188044  	YRIERR188104  	YRIERR188234  	GBRERR188245  	GBRERR188257  	YRIERR188273  	GBRERR188337  	GBRERR188383  	GBRERR188401  	GBRERR188428  	YRIERR188454  	YRIERR204916
NR_029509	1	0	0	0	0	0	0	0	0	0	0	0
NM_001101357	0	0	0	0	0	0	0	0	0	0	0	0
NM_032458	52	48	28	14	23	30	52	19	47	19	26	35
NM_001015877	0	0	0	0	0	0	0	0	0	0	0	0
NM_032335	0	2	0	0	0	0	2	1	2	0	2	1
NR_029946	0	0	0	0	0	0	0	0	0	0	0	0
NR_029962	0	0	0	0	0	0	0	0	0	0	0	0
NR_030228	0	0	0	0	0	0	1	0	1	0	2	0
NR_030227	0	0	0	0	0	0	0	0	0	1	0	0
NR_030587	0	0	0	0	0	0	0	0	0	0	0	0
NR_030399	0	0	0	0	0	0	0	0	0	1	0	0
NR_038998	0	2	4	0	1	1	0	0	0	1	4	2
NR_024607	6	5	10	1	7	7	7	6	8	5	16	20
NM_138819	2	4	4	3	2	3	1	0	2	0	1	0
NM_001170784	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170783	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170782	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170781	48	61	54	37	46	19	20	32	67	37	51	41
NM_001170780	14	9	14	5	5	4	6	6	8	1	3	4
NM_001170779	1	4	4	0	1	1	5	2	3	1	5	2
NM_001170757	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170756	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166599	265	265	226	128	179	86	431	108	247	147	174	203
NM_145284	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166600	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163438	11	5	24	8	5	13	6	9	1	24	23	26
NM_001306188	0	0	0	0	0	0	0	0	0	0	0	0
NM_019556	17	7	13	3	8	4	8	8	17	5	11	4
NM_001078171	620	399	483	440	626	211	538	373	706	302	423	473
NM_001134321	0	0	0	0	0	0	0	0	0	0	0	0
NR_033941	0	0	0	0	0	0	0	0	0	0	0	0
NM_001078173	3	9	0	10	8	2	1	6	21	2	2	35
NM_001078172	52	49	57	60	51	24	84	46	78	42	43	65
NR_103770	0	0	0	0	0	0	0	0	0	0	1	0
NR_024493	2	0	2	1	0	2	1	1	2	0	0	7
NM_017863	0	0	0	0	0	0	0	0	0	0	0	0
NM_001031705	0	0	0	0	0	0	0	0	0	0	0	0
NM_152695	97	116	64	50	61	30	118	70	102	48	91	60
NM_001185063	0	0	0	0	0	0	0	0	0	0	0	0
NM_007131	107	77	59	20	49	24	90	52	70	43	71	48
NR_046740	1	1	1	0	1	0	0	1	1	0	2	1
NR_024359	5	1	3	0	1	1	2	2	1	3	1	2
NM_001017435	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172288	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291543	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007551	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017438	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017417	9	0	3	2	0	0	13	36	8	20	14	8
NM_001017436	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291530	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291535	0	0	0	0	0	0	0	0	0	0	0	0
NM_018666	0	0	0	0	0	0	0	0	0	8	0	0
NM_152582	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291529	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291528	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291527	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291540	0	0	0	0	0	0	0	0	0	0	0	0
NM_173470	918	1048	867	815	893	412	1003	953	1152	682	889	778
NM_001177651	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042537	0	0	0	0	0	0	0	0	0	0	0	0
NM_006359	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173517	9	18	22	9	12	3	21	8	19	5	11	2
NM_024597	0	0	0	0	0	0	0	0	0	0	0	0
NM_001159701	0	0	0	0	0	0	0	0	0	1	0	0
NM_001159699	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173516	0	0	0	0	0	0	0	0	0	0	0	0
NM_016267	0	0	0	0	0	0	0	0	0	0	0	1
NM_014500	0	0	0	0	0	0	0	1	0	0	0	0
NR_030631	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163280	0	0	2	1	14	0	18	7	2	0	0	12
NM_001727	0	0	0	0	0	0	0	1	0	0	0	0
NM_000074	0	0	1	1	0	2	1	0	2	1	0	0
NR_038462	0	0	0	0	0	0	0	0	0	0	0	0
NR_038461	0	0	0	0	0	0	0	0	0	0	0	0
NM_002139	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164803	1132	1690	1378	929	1384	471	1610	1299	1548	978	1119	891
NR_028477	2	0	0	0	0	0	0	1	1	0	1	0
NR_028476	0	0	0	0	0	0	0	0	0	0	0	0
NR_002735	0	1	0	0	0	0	0	0	0	0	0	0
NM_054021	0	0	0	0	0	0	0	0	1	0	0	0
NM_003413	0	0	0	0	0	0	0	0	0	0	0	0
NR_026935	0	0	0	0	0	0	0	0	0	0	0	0
NR_030229	0	0	0	0	0	0	0	0	0	0	0	0
NR_038405	0	0	0	0	0	0	0	0	0	0	0	0
NR_028597	10	16	11	13	9	2	15	12	16	13	19	15
NM_001313913	0	0	0	0	0	0	0	0	0	0	0	0
NM_000133	0	0	0	0	0	0	0	0	0	0	0	0
NM_173694	14	14	14	2	7	9	13	6	14	6	9	14
NM_001010986	0	0	0	0	0	0	0	0	0	0	0	0
NR_030230	0	0	0	1	0	0	0	0	0	0	0	0
NM_001013403	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271560	1	2	0	1	1	0	0	0	0	0	0	1
NM_005634	0	0	0	0	0	0	0	0	0	0	0	0
NR_028345	0	0	0	0	0	0	0	0	0	0	0	0
NR_028344	0	0	0	0	0	0	0	0	0	0	0	0
NM_004065	0	1	1	6	3	0	0	0	0	1	0	0
NR_031725	0	0	0	0	0	0	0	0	0	0	0	0
NM_032461	2	1	0	0	0	0	0	0	0	0	0	0
NR_104088	0	0	0	0	0	0	0	0	0	0	0	0
NR_104080	0	0	0	0	0	0	0	0	0	0	0	0
NR_104084	0	0	0	0	0	0	0	0	0	0	0	0
NR_004394	0	0	0	0	0	0	0	0	0	0	0	0
NR_125730	0	0	0	0	0	0	0	0	0	0	0	0
NM_022661	0	0	0	0	0	0	0	0	0	0	0	0
NM_012317	3	2	6	19	38	0	83	6	2	14	1	2
NM_145662	0	0	0	0	0	0	0	0	0	0	0	0
NM_013453	0	0	0	0	0	0	0	0	0	0	0	0
NM_032417	0	0	0	0	0	0	0	0	0	0	0	0
NM_138702	0	0	0	0	0	0	0	0	0	0	0	0
NM_177456	0	0	0	0	0	0	0	0	0	0	0	0
NM_005462	0	0	0	0	0	0	0	0	0	0	0	0
NM_016249	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009613	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009609	0	0	0	0	0	0	0	0	0	0	0	0
NM_173078	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184750	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184749	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009615	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012989	0	0	0	0	0	0	0	0	0	0	0	0
NR_121210	0	0	0	0	0	0	0	0	0	0	0	0
NM_001009614	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144010	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144009	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144008	0	0	0	0	0	0	0	0	0	0	0	0
NM_004709	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144003	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144004	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144005	0	0	0	0	0	0	0	0	0	0	0	0
NM_032539	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144006	0	0	0	0	0	0	0	0	0	0	0	0
NR_106783	0	0	0	0	0	0	0	0	0	0	0	0
NR_030584	0	0	0	0	0	0	0	0	0	0	0	0
NR_030593	0	0	0	0	0	0	0	0	0	0	0	0
NR_030592	0	0	0	0	0	0	0	0	0	0	0	0
NR_030590	0	0	0	0	0	0	0	0	0	0	0	0
NR_030589	0	0	0	0	0	0	0	0	0	0	0	0
NR_030581	0	0	0	0	0	0	0	0	0	0	0	0
NM_001244892	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144064	0	0	0	0	0	0	0	0	0	0	0	0
NR_031709	0	0	0	0	0	0	0	0	0	0	0	0
NR_031708	0	0	0	0	0	0	0	0	0	0	0	0
NR_030239	0	0	0	0	0	0	0	0	0	0	0	0
NR_030240	0	0	0	0	0	0	0	0	0	0	0	0
NR_030232	0	0	0	0	0	0	0	0	0	0	0	0
NR_030231	0	0	0	0	0	0	0	0	0	0	0	0
NR_030238	0	0	0	0	0	0	0	0	0	0	0	0
NR_030237	0	0	0	0	0	0	0	0	0	0	0	0
NR_030236	0	0	0	0	0	0	0	0	0	0	0	0
NR_030233	0	0	0	0	0	0	0	0	0	0	0	0
NR_036173	0	0	0	0	0	0	0	0	0	0	0	0
NR_030586	0	0	0	0	0	0	0	0	0	0	0	0
NR_030629	0	0	0	0	0	0	0	0	0	0	0	0
NR_030234	0	0	0	0	0	0	0	0	0	0	0	0
NR_030235	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185082	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185081	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185076	0	0	0	0	0	0	0	0	0	0	0	0
NR_024503	0	0	0	0	0	0	0	0	0	0	0	0
NR_024502	0	0	0	0	0	0	0	0	0	0	0	0
NR_024501	0	0	0	0	0	0	0	0	0	0	0	0
NR_033700	0	0	0	0	0	0	0	0	0	0	0	0
NM_002024	0	0	0	0	0	0	0	0	0	0	0	0
NR_033699	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185075	0	0	0	0	0	0	0	0	0	0	0	0
NR_024499	1	1	0	0	0	0	0	0	0	0	0	0
NM_152578	0	0	1	1	1	0	0	0	0	0	0	0
NM_000202	0	0	0	0	0	0	0	0	0	0	0	0
NM_006123	0	0	0	0	0	0	0	0	0	0	0	0
NM_178124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166550	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171909	12	9	28	5	14	8	15	5	32	12	8	9
NM_001171908	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171907	0	0	0	0	0	0	0	0	0	0	0	0
NR_104128	22	14	16	3	6	7	14	4	11	13	13	18
NR_027455	42	58	39	9	16	10	55	14	70	23	17	39
NM_001164415	0	0	0	0	0	0	0	0	0	0	0	0
NM_016153	0	0	0	0	0	0	0	0	0	0	0	0
NM_005365	0	0	0	0	0	0	0	0	0	0	0	0
NM_001080790	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282302	4	6	5	3	4	1	3	5	9	7	3	1
NM_001174092	0	0	0	0	0	0	0	0	0	0	0	0
NM_032508	0	0	0	0	0	0	0	0	0	0	0	0
NR_104121	0	0	0	0	0	0	0	0	0	0	0	0
NM_005366	0	2	1	0	0	0	0	0	4	2	1	2
NM_001011544	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166400	0	0	0	0	0	0	0	0	0	0	0	0
NM_005364	0	0	0	0	0	0	0	0	0	0	0	0
NR_102703	0	1	0	1	1	0	1	0	1	1	0	0
NM_001166401	0	0	0	0	2	0	0	0	0	0	0	0
NR_109813	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013845	637	581	667	492	506	172	553	505	862	355	350	551
NR_031748	0	0	0	0	0	0	0	0	0	0	0	0
NM_005342	0	0	0	0	0	0	0	0	0	0	0	0
NM_001301231	0	0	0	0	0	0	0	0	1	0	0	0
NM_001301229	0	0	0	0	0	0	0	0	0	0	0	0
NM_001301228	1	2	3	2	3	0	5	4	2	0	5	3
NM_004224	0	0	0	0	0	0	0	0	0	0	0	0
NR_036256	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017980	1278	2005	1631	1263	1708	714	2240	1497	2112	1135	1276	1335
NR_033262	0	0	0	0	0	0	0	0	0	0	0	0
NM_024082	0	0	0	0	0	0	0	0	0	0	0	0
NM_033085	0	0	0	0	0	0	0	0	0	0	0	0
NM_005140	0	0	0	0	0	0	0	0	0	0	0	0
NM_004961	0	0	0	0	0	0	0	0	0	0	0	0
NM_002362	0	0	0	0	0	0	0	0	0	0	0	0
NR_029638	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011550	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011549	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011548	0	0	0	0	0	0	0	0	0	0	0	0
NR_029973	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251828	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204811	0	0	0	0	0	0	0	0	0	0	0	0
NM_021048	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011543	0	0	0	0	0	0	0	0	0	0	0	0
NM_021049	0	0	0	0	0	0	0	0	0	0	0	0
NR_029521	0	0	0	0	0	0	0	0	0	0	0	0
NR_030409	0	0	0	0	0	0	0	0	0	0	0	0
NR_029522	0	0	0	0	0	0	0	0	0	0	0	0
NM_018558	9	0	1	0	1	2	7	0	1	1	19	2
NM_175743	0	0	0	0	0	0	0	0	0	0	0	0
NM_005367	0	0	0	0	0	0	0	0	0	0	0	0
NM_153478	0	0	0	0	0	0	0	0	0	0	0	0
NM_001129828	0	0	0	0	0	0	0	0	0	0	0	0
NM_001129826	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282502	0	0	0	0	0	0	0	0	0	0	0	0
NM_153488	0	0	0	0	0	0	0	0	0	0	0	0
NM_175742	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166386	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282501	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166387	0	0	0	0	0	0	0	0	0	0	0	0
NM_001102576	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282505	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282504	0	0	0	0	0	0	0	0	0	0	0	0
NM_005361	0	0	0	0	0	0	0	0	0	0	0	0
NR_073432	0	0	1	0	0	0	0	0	0	0	0	0
NR_130638	0	0	0	0	0	0	0	0	5	3	0	0
NM_005363	0	0	0	0	0	0	0	0	0	0	0	0
NM_175868	0	0	0	0	0	0	0	0	0	0	0	0
NM_001129765	1	0	0	1	2	2	0	3	4	0	0	1
NM_015922	0	0	0	0	0	0	0	0	0	0	0	0
NM_013364	0	1	0	0	0	0	1	0	0	0	0	0
NM_001184924	0	0	0	0	0	0	0	0	0	0	0	0
NM_032882	1	0	4	0	4	0	0	3	2	0	3	3
NM_001103150	0	0	0	0	0	0	0	0	0	0	0	0
NM_001103151	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282535	0	0	0	0	0	0	0	0	0	0	0	0
NM_052926	0	0	0	0	0	0	0	0	0	0	0	0
NM_004988	0	0	1	0	0	0	1	0	0	0	0	0
NM_001080485	1404	1773	1893	744	1015	652	1314	1181	1026	767	1377	1443
NM_080701	10	3	8	12	9	1	20	7	7	5	8	5
NM_001136273	13	18	16	7	19	2	28	24	11	19	21	16
NM_017518	22	33	39	46	45	14	62	37	55	27	21	29
NM_001130997	0	0	0	0	0	0	0	0	0	0	0	0
NM_152274	0	0	0	0	0	0	3	1	1	0	1	1
NM_021949	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001344	0	0	0	0	0	0	0	0	0	0	0	0
NR_131982	4	4	6	5	6	1	5	7	6	4	1	10
NM_001711	0	0	0	0	0	2	0	0	0	0	0	0
NM_001142806	0	1	0	0	0	0	0	0	0	0	0	0
NM_001142805	0	0	0	0	0	0	0	0	0	0	0	0
NM_005629	0	0	0	0	0	0	0	0	0	0	0	0
NM_005745	0	0	0	2	4	0	0	0	2	0	4	1
NM_001395	0	0	0	0	0	0	0	0	0	0	0	2
NM_001135740	0	0	0	0	0	0	0	0	0	0	0	0
NM_000033	224	96	168	229	193	92	302	146	232	105	169	144
NM_001139457	32	13	20	25	31	9	25	27	48	8	39	19
NM_001139441	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256447	0	0	0	0	2	0	2	2	0	0	0	0
NM_001039582	0	0	0	0	0	0	0	0	0	0	0	0
NM_005393	0	0	0	0	0	0	0	0	0	0	0	0
NR_037927	73	71	42	53	42	23	31	46	31	17	42	53
NM_004135	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170761	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170760	0	0	0	0	0	0	0	0	0	0	0	0
NM_174869	28	19	33	24	18	7	37	18	33	8	30	27
NM_014370	0	0	0	0	0	0	0	0	0	0	0	0
NM_006280	0	0	1	1	0	0	0	0	1	0	0	1
NM_001163257	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303515	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303513	1	0	0	0	0	0	0	1	0	0	0	0
NM_001303512	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303516	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204527	0	0	0	3	3	0	3	3	3	0	3	2
NM_024003	0	0	0	0	0	0	0	0	0	0	0	0
NM_000425	0	0	0	0	0	0	0	0	0	0	0	0
NM_032512	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303514	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143963	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204526	0	0	0	0	0	0	0	0	0	0	0	0
NM_005334	5158	3795	5161	4264	5583	2332	8468	2889	5524	3094	3481	3839
NM_001666	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256120	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256119	0	0	0	0	0	0	0	0	0	0	0	0
NR_027419	1	1	4	0	1	1	1	0	1	2	1	0
NR_036174	0	0	0	0	0	0	0	0	0	0	0	0
NM_002910	177	206	108	145	122	67	149	130	353	56	58	142
NM_001146151	0	0	0	0	0	0	0	0	0	0	0	0
NR_036175	0	0	0	0	0	0	0	0	0	0	0	0
NM_003491	0	0	0	0	0	0	0	0	0	0	0	0
NM_001164741	14	12	11	9	2	4	15	6	9	3	20	7
NM_000054	0	0	0	0	0	0	0	0	0	0	0	0
NM_003492	106	56	72	112	88	30	68	72	94	51	102	70
NR_130768	0	1	0	0	1	0	0	1	2	2	0	1
NR_046608	8	8	9	8	3	5	14	6	4	5	6	3
NM_004992	1144	819	844	313	523	395	845	524	652	542	594	624
NR_031757	0	0	0	0	0	0	0	0	0	0	0	0
NM_001569	0	0	1	8	9	1	12	3	4	0	3	3
NM_001316337	3	2	3	3	2	3	1	1	3	2	2	2
NM_001025242	0	0	0	0	0	0	0	0	0	0	0	0
NM_001025243	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110792	0	0	0	0	0	0	0	0	0	0	0	0
NM_001048181	0	0	0	0	0	0	0	0	0	0	0	0
NM_020061	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303626	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303625	0	0	0	0	0	1	0	0	0	0	0	0
NM_001303624	245	23	542	148	245	60	315	262	189	141	448	119
NM_001456	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256580	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256577	0	0	0	0	0	0	0	0	0	0	0	0
NM_012253	0	0	0	0	0	0	0	0	0	0	0	0
NM_000117	1384	1230	1343	1579	1498	580	1898	1431	1856	706	1203	1517
NM_006013	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110556	1	2	1	1	0	2	4	1	8	0	2	1
NM_001145934	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145933	0	0	0	0	0	0	0	0	0	0	0	0
NR_000011	120	139	162	74	92	57	96	67	142	70	111	83
NM_006014	290	238	534	393	436	153	327	374	431	154	410	430
NM_001142391	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171134	0	0	0	0	0	0	0	0	0	0	0	0
NM_014235	1076	928	1458	751	828	565	998	1015	1144	746	924	909
NR_024048	2	4	6	2	3	1	9	4	10	0	5	7
NM_001493	3106	2595	3082	2144	2244	1153	2880	1887	3632	1689	2478	2241
NM_019848	0	0	0	7	17	0	16	6	4	0	8	8
NM_001303465	0	0	0	0	0	0	0	0	0	0	1	0
NM_001142392	0	0	0	0	0	0	0	0	0	0	0	0
NM_001183	2052	1418	2110	1522	1372	776	1494	1171	1647	1034	1625	1362
NM_000116	0	0	0	0	0	0	0	0	0	0	0	0
NR_106917	0	0	0	0	0	1	0	0	0	1	0	0
NM_181313	0	0	0	0	0	0	0	0	0	0	0	0
NM_181312	0	0	0	0	0	0	0	0	0	0	0	0
NM_181311	0	0	0	0	0	0	0	0	0	0	0	0
NM_021806	0	0	0	0	0	0	0	0	0	0	0	0
NM_004699	1793	1571	1906	1402	1435	759	1484	1116	2410	743	1401	1615
NM_017514	368	285	332	337	473	190	468	457	548	256	417	239
NM_001171132	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171133	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282312	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282311	5	4	7	8	0	4	7	1	3	6	4	8
NR_103768	50	25	47	27	37	26	49	30	44	25	34	18
NM_003639	9	8	15	0	2	3	4	2	7	4	2	7
NM_001145255	0	0	0	0	0	0	0	0	0	0	0	0
NM_139250	0	0	0	0	0	0	0	0	0	0	0	0
NM_172377	0	0	0	0	0	0	0	0	0	0	0	0
NM_020994	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099856	0	0	0	2	0	0	0	1	4	0	0	1
NM_001099857	0	0	0	0	0	0	0	0	0	0	0	0
NM_001327	0	0	0	0	0	0	0	0	0	0	0	0
NR_027402	0	0	0	0	0	0	0	0	0	0	0	0
NR_027401	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282283	0	0	0	0	0	0	0	0	0	0	0	0
NR_110023	2	1	2	0	1	0	3	0	3	3	1	1
NR_049842	0	0	0	0	0	0	0	0	0	0	0	0
NM_001363	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142463	0	0	0	0	0	0	0	0	0	0	0	0
NM_001288747	11	19	14	6	5	2	19	8	10	5	8	10
NM_080612	0	0	0	0	0	0	0	0	0	0	0	0
NM_001081573	0	0	0	0	0	0	0	0	0	0	0	0
NR_104114	0	0	0	0	0	0	0	1	0	0	0	0
NR_002969	0	0	0	0	0	0	0	0	0	0	0	0
NR_002984	0	0	0	0	0	0	0	0	0	0	0	0
NR_110021	1	6	7	4	3	3	17	3	11	2	5	5
NR_110022	3	8	3	1	0	6	7	5	5	1	2	1
NM_080720	0	0	0	0	0	0	0	0	0	0	0	0
NR_036049	0	0	0	0	0	0	0	0	0	0	0	0
NR_036259	0	0	0	0	0	0	0	0	0	0	0	0
NR_036260	0	0	0	0	0	0	0	0	0	0	0	0
NM_001162936	0	1	0	0	0	0	0	0	0	1	0	0
NM_012151	13	124	177	106	266	49	222	183	253	146	61	91
NM_001017990	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017991	0	0	0	0	0	0	0	0	1	0	0	0
NM_001007524	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007523	0	0	0	0	0	0	0	0	0	0	0	0
NM_019863	0	1	0	0	1	0	0	1	1	2	0	0
NM_023934	1800	1737	2494	1530	1581	1069	1951	1816	2545	1255	1259	1455
NM_001018025	26	30	36	12	16	34	42	22	57	12	55	29
NM_001018024	373	462	627	345	434	224	432	522	583	300	344	441
NM_001242640	0	0	0	0	0	0	0	0	1	0	0	0
NM_024332	3	0	3	0	3	0	1	1	2	0	5	5
NM_001018055	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303545	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303543	0	0	0	0	0	0	0	0	0	0	0	0
NM_171998	406	382	444	351	336	149	422	348	397	265	636	420
NM_003372	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303544	1	0	0	0	1	0	0	0	0	0	0	0
NR_039991	0	0	0	0	0	0	0	0	0	0	0	0
NR_109985	0	0	0	0	0	0	0	0	0	0	0	0
NM_005840	0	0	0	0	0	0	0	0	0	0	0	0
NM_005638	0	0	0	0	0	0	0	0	0	0	0	0
NM_001185183	0	0	0	0	0	0	0	0	0	0	0	0
NR_033714	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145149	0	0	0	0	0	0	0	0	0	0	0	0
NR_033715	0	0	0	0	0	0	0	0	0	0	0	0
NM_176786	11	9	5	1	1	4	1	1	4	1	1	5
NM_002186	6	5	2	0	0	2	0	3	3	0	2	7
NR_110561	3	9	7	3	1	1	4	4	1	2	5	11
